CommID,StylistID,StylistName,ConsultantID,RegionID,Year,MonthNum,Target_GBP,ActualRevenue_GBP,Achievement_Pct,CommissionRate_Pct,CommissionEarned_GBP,Bonus_GBP,TotalPay_GBP,SessionsCompleted,AvgRevenuePerSession_GBP,BonusEarned
COM000066,STY002,Emma Patel,CON001,RG01,2025,5,2500.0,2537.6,101.5,25,634.4,0,634.4,26,97.6,No
COM000067,STY002,Emma Patel,CON001,RG01,2025,6,2700.0,2771.7,102.7,25,692.92,0,692.92,20,138.58,No
COM000068,STY002,Emma Patel,CON001,RG01,2025,7,2700.0,2364.61,87.6,25,591.15,0,591.15,8,295.58,No
COM000069,STY002,Emma Patel,CON001,RG01,2025,8,2700.0,2449.63,90.7,25,612.41,0,612.41,15,163.31,No
COM000070,STY002,Emma Patel,CON001,RG01,2025,9,2500.0,1797.62,71.9,25,449.4,0,449.4,33,54.47,No
COM000071,STY002,Emma Patel,CON001,RG01,2025,10,2500.0,3015.12,120.6,25,753.78,75.38,829.16,9,335.01,Yes
COM000072,STY002,Emma Patel,CON001,RG01,2025,11,2875.0,3523.67,122.6,25,880.92,88.09,969.01,23,153.2,Yes
COM000073,STY002,Emma Patel,CON001,RG01,2025,12,2875.0,3001.88,104.4,25,750.47,0,750.47,32,93.81,No
COM000074,STY002,Emma Patel,CON001,RG01,2026,1,2200.0,2375.1,108.0,25,593.77,0,593.77,15,158.34,No
COM000075,STY003,Claire Hughes,CON002,RG02,2023,1,1320.0,1759.67,133.3,35,615.88,61.59,677.47,11,159.97,Yes
COM000076,STY003,Claire Hughes,CON002,RG02,2023,2,1320.0,1136.66,86.1,35,397.83,0,397.83,15,75.78,No
COM000077,STY003,Claire Hughes,CON002,RG02,2023,3,1500.0,1309.86,87.3,35,458.45,0,458.45,34,38.53,No
COM000078,STY003,Claire Hughes,CON002,RG02,2023,4,1500.0,1821.46,121.4,35,637.51,63.75,701.26,31,58.76,Yes
COM000079,STY003,Claire Hughes,CON002,RG02,2023,5,1500.0,1104.51,73.6,35,386.58,0,386.58,15,73.63,No
COM000080,STY003,Claire Hughes,CON002,RG02,2023,6,1620.0,1740.2,107.4,35,609.07,0,609.07,33,52.73,No
COM000081,STY003,Claire Hughes,CON002,RG02,2023,7,1620.0,1543.01,95.2,35,540.05,0,540.05,34,45.38,No
COM000082,STY003,Claire Hughes,CON002,RG02,2023,8,1620.0,2178.09,134.4,35,762.33,76.23,838.56,13,167.55,Yes
COM000083,STY003,Claire Hughes,CON002,RG02,2023,9,1500.0,1221.7,81.4,35,427.6,0,427.6,26,46.99,No
COM000084,STY003,Claire Hughes,CON002,RG02,2023,10,1500.0,1360.05,90.7,35,476.02,0,476.02,31,43.87,No
COM000085,STY003,Claire Hughes,CON002,RG02,2023,11,1725.0,1989.71,115.3,35,696.4,69.64,766.04,26,76.53,Yes
COM000086,STY003,Claire Hughes,CON002,RG02,2023,12,1725.0,1239.13,71.8,35,433.7,0,433.7,30,41.3,No
COM000087,STY003,Claire Hughes,CON002,RG02,2024,1,1320.0,1225.74,92.9,35,429.01,0,429.01,26,47.14,No
COM000088,STY003,Claire Hughes,CON002,RG02,2024,2,1320.0,1407.57,106.6,35,492.65,0,492.65,26,54.14,No
COM000089,STY003,Claire Hughes,CON002,RG02,2024,3,1500.0,1974.66,131.6,35,691.13,69.11,760.24,34,58.08,Yes
COM000090,STY003,Claire Hughes,CON002,RG02,2024,4,1500.0,2013.31,134.2,35,704.66,70.47,775.13,23,87.54,Yes
COM000091,STY003,Claire Hughes,CON002,RG02,2024,5,1500.0,1578.57,105.2,35,552.5,0,552.5,13,121.43,No
COM000092,STY003,Claire Hughes,CON002,RG02,2024,6,1620.0,1650.43,101.9,35,577.65,0,577.65,10,165.04,No
COM000093,STY003,Claire Hughes,CON002,RG02,2024,7,1620.0,1193.14,73.7,35,417.6,0,417.6,27,44.19,No
COM000094,STY003,Claire Hughes,CON002,RG02,2024,8,1620.0,1364.41,84.2,35,477.54,0,477.54,24,56.85,No
COM000095,STY003,Claire Hughes,CON002,RG02,2024,9,1500.0,1516.04,101.1,35,530.61,0,530.61,18,84.22,No
COM000096,STY003,Claire Hughes,CON002,RG02,2024,10,1500.0,1944.95,129.7,35,680.73,68.07,748.8,14,138.93,Yes
COM000097,STY003,Claire Hughes,CON002,RG02,2024,11,1725.0,2111.73,122.4,35,739.11,73.91,813.02,18,117.32,Yes
COM000098,STY003,Claire Hughes,CON002,RG02,2024,12,1725.0,2011.37,116.6,35,703.98,70.4,774.38,33,60.95,Yes
COM000099,STY003,Claire Hughes,CON002,RG02,2025,1,1320.0,1648.4,124.9,35,576.94,57.69,634.63,18,91.58,Yes
COM000100,STY003,Claire Hughes,CON002,RG02,2025,2,1320.0,975.1,73.9,35,341.29,0,341.29,12,81.26,No
COM000101,STY003,Claire Hughes,CON002,RG02,2025,3,1500.0,1621.94,108.1,35,567.68,0,567.68,12,135.16,No
COM000102,STY003,Claire Hughes,CON002,RG02,2025,4,1500.0,1805.01,120.3,35,631.75,63.18,694.93,35,51.57,Yes
COM000103,STY003,Claire Hughes,CON002,RG02,2025,5,1500.0,1563.14,104.2,35,547.1,0,547.1,19,82.27,No
COM000104,STY003,Claire Hughes,CON002,RG02,2025,6,1620.0,2145.47,132.4,35,750.91,75.09,826.0,19,112.92,Yes
COM000105,STY003,Claire Hughes,CON002,RG02,2025,7,1620.0,1875.88,115.8,35,656.56,65.66,722.22,29,64.69,Yes
COM000106,STY003,Claire Hughes,CON002,RG02,2025,8,1620.0,1550.56,95.7,35,542.7,0,542.7,11,140.96,No
COM000107,STY003,Claire Hughes,CON002,RG02,2025,9,1500.0,1378.15,91.9,35,482.35,0,482.35,18,76.56,No
COM000108,STY003,Claire Hughes,CON002,RG02,2025,10,1500.0,1183.04,78.9,35,414.06,0,414.06,13,91.0,No
COM000109,STY003,Claire Hughes,CON002,RG02,2025,11,1725.0,2028.65,117.6,35,710.03,71.0,781.03,21,96.6,Yes
COM000110,STY003,Claire Hughes,CON002,RG02,2025,12,1725.0,2095.35,121.5,35,733.37,73.34,806.71,23,91.1,Yes
COM000111,STY003,Claire Hughes,CON002,RG02,2026,1,1320.0,1481.0,112.2,35,518.35,51.84,570.19,13,113.92,Yes
COM000112,STY004,Lisa Carter,CON002,RG02,2023,1,3080.0,3571.78,116.0,30,1071.53,107.15,1178.68,25,142.87,Yes
COM000113,STY004,Lisa Carter,CON002,RG02,2023,2,3080.0,3544.51,115.1,30,1063.35,106.33,1169.68,27,131.28,Yes
COM000114,STY004,Lisa Carter,CON002,RG02,2023,3,3500.0,4240.41,121.2,30,1272.12,127.21,1399.33,15,282.69,Yes
COM000115,STY004,Lisa Carter,CON002,RG02,2023,4,3500.0,3964.08,113.3,30,1189.22,118.92,1308.14,34,116.59,Yes
COM000116,STY004,Lisa Carter,CON002,RG02,2023,5,3500.0,2848.92,81.4,30,854.68,0,854.68,17,167.58,No
COM000117,STY004,Lisa Carter,CON002,RG02,2023,6,3780.0,4449.43,117.7,30,1334.83,133.48,1468.31,17,261.73,Yes
COM000118,STY004,Lisa Carter,CON002,RG02,2023,7,3780.0,2958.89,78.3,30,887.67,0,887.67,31,95.45,No
COM000119,STY004,Lisa Carter,CON002,RG02,2023,8,3780.0,2650.42,70.1,30,795.13,0,795.13,30,88.35,No
COM000120,STY004,Lisa Carter,CON002,RG02,2023,9,3500.0,4608.29,131.7,30,1382.49,138.25,1520.74,20,230.41,Yes
COM000121,STY004,Lisa Carter,CON002,RG02,2023,10,3500.0,4385.47,125.3,30,1315.64,131.56,1447.2,32,137.05,Yes
COM000122,STY004,Lisa Carter,CON002,RG02,2023,11,4025.0,5342.66,132.7,30,1602.8,160.28,1763.08,9,593.63,Yes
COM000123,STY004,Lisa Carter,CON002,RG02,2023,12,4025.0,3293.87,81.8,30,988.16,0,988.16,18,182.99,No
COM000124,STY004,Lisa Carter,CON002,RG02,2024,1,3080.0,3999.92,129.9,30,1199.98,120.0,1319.98,27,148.15,Yes
COM000125,STY004,Lisa Carter,CON002,RG02,2024,2,3080.0,2598.23,84.4,30,779.47,0,779.47,26,99.93,No
COM000126,STY004,Lisa Carter,CON002,RG02,2024,3,3500.0,2686.85,76.8,30,806.05,0,806.05,23,116.82,No
COM000127,STY004,Lisa Carter,CON002,RG02,2024,4,3500.0,2769.96,79.1,30,830.99,0,830.99,31,89.35,No
COM000128,STY004,Lisa Carter,CON002,RG02,2024,5,3500.0,2627.01,75.1,30,788.1,0,788.1,19,138.26,No
COM000129,STY004,Lisa Carter,CON002,RG02,2024,6,3780.0,5059.71,133.9,30,1517.91,151.79,1669.7,13,389.21,Yes
COM000130,STY004,Lisa Carter,CON002,RG02,2024,7,3780.0,4209.11,111.4,30,1262.73,126.27,1389.0,10,420.91,Yes
COM000131,STY004,Lisa Carter,CON002,RG02,2024,8,3780.0,4664.82,123.4,30,1399.45,139.95,1539.4,29,160.86,Yes
COM000132,STY004,Lisa Carter,CON002,RG02,2024,9,3500.0,3903.96,111.5,30,1171.19,117.12,1288.31,18,216.89,Yes
COM000133,STY004,Lisa Carter,CON002,RG02,2024,10,3500.0,3466.08,99.0,30,1039.82,0,1039.82,16,216.63,No
COM000134,STY004,Lisa Carter,CON002,RG02,2024,11,4025.0,3366.09,83.6,30,1009.83,0,1009.83,30,112.2,No
COM000135,STY004,Lisa Carter,CON002,RG02,2024,12,4025.0,2994.87,74.4,30,898.46,0,898.46,16,187.18,No
COM000136,STY004,Lisa Carter,CON002,RG02,2025,1,3080.0,3731.61,121.2,30,1119.48,111.95,1231.43,31,120.37,Yes
COM000137,STY004,Lisa Carter,CON002,RG02,2025,2,3080.0,2158.56,70.1,30,647.57,0,647.57,20,107.93,No
COM000138,STY004,Lisa Carter,CON002,RG02,2025,3,3500.0,3446.95,98.5,30,1034.09,0,1034.09,21,164.14,No
COM000139,STY004,Lisa Carter,CON002,RG02,2025,4,3500.0,4654.71,133.0,30,1396.41,139.64,1536.05,21,221.65,Yes
COM000140,STY004,Lisa Carter,CON002,RG02,2025,5,3500.0,3571.76,102.1,30,1071.53,0,1071.53,20,178.59,No
COM000141,STY004,Lisa Carter,CON002,RG02,2025,6,3780.0,3508.97,92.8,30,1052.69,0,1052.69,20,175.45,No
COM000142,STY004,Lisa Carter,CON002,RG02,2025,7,3780.0,2895.21,76.6,30,868.56,0,868.56,23,125.88,No
COM000143,STY004,Lisa Carter,CON002,RG02,2025,8,3780.0,4583.91,121.3,30,1375.17,137.52,1512.69,26,176.3,Yes
COM000144,STY004,Lisa Carter,CON002,RG02,2025,9,3500.0,3930.96,112.3,30,1179.29,117.93,1297.22,29,135.55,Yes
COM000145,STY004,Lisa Carter,CON002,RG02,2025,10,3500.0,2963.2,84.7,30,888.96,0,888.96,22,134.69,No
COM000146,STY004,Lisa Carter,CON002,RG02,2025,11,4025.0,3010.34,74.8,30,903.1,0,903.1,35,86.01,No
COM000147,STY004,Lisa Carter,CON002,RG02,2025,12,4025.0,2904.92,72.2,30,871.48,0,871.48,8,363.12,No
COM000148,STY004,Lisa Carter,CON002,RG02,2026,1,3080.0,2794.07,90.7,30,838.22,0,838.22,11,254.01,No
COM000149,STY005,Sarah Walsh,CON002,RG02,2023,1,3080.0,2304.55,74.8,30,691.37,0,691.37,13,177.27,No
COM000150,STY005,Sarah Walsh,CON002,RG02,2023,2,3080.0,3933.64,127.7,30,1180.09,118.01,1298.1,13,302.59,Yes
COM000151,STY005,Sarah Walsh,CON002,RG02,2023,3,3500.0,4115.27,117.6,30,1234.58,123.46,1358.04,25,164.61,Yes
COM000152,STY005,Sarah Walsh,CON002,RG02,2023,4,3500.0,4592.67,131.2,30,1377.8,137.78,1515.58,10,459.27,Yes
COM000153,STY005,Sarah Walsh,CON002,RG02,2023,5,3500.0,3218.84,92.0,30,965.65,0,965.65,27,119.22,No
COM000154,STY005,Sarah Walsh,CON002,RG02,2023,6,3780.0,4840.66,128.1,30,1452.2,145.22,1597.42,30,161.36,Yes
COM000155,STY005,Sarah Walsh,CON002,RG02,2023,7,3780.0,2722.15,72.0,30,816.64,0,816.64,28,97.22,No
COM000156,STY005,Sarah Walsh,CON002,RG02,2023,8,3780.0,3051.4,80.7,30,915.42,0,915.42,21,145.3,No
COM000157,STY005,Sarah Walsh,CON002,RG02,2023,9,3500.0,2807.41,80.2,30,842.22,0,842.22,11,255.22,No
COM000158,STY005,Sarah Walsh,CON002,RG02,2023,10,3500.0,3203.24,91.5,30,960.97,0,960.97,14,228.8,No
COM000159,STY005,Sarah Walsh,CON002,RG02,2023,11,4025.0,3888.28,96.6,30,1166.48,0,1166.48,25,155.53,No
COM000160,STY005,Sarah Walsh,CON002,RG02,2023,12,4025.0,4706.53,116.9,30,1411.96,141.2,1553.16,31,151.82,Yes
COM000161,STY005,Sarah Walsh,CON002,RG02,2024,1,3080.0,3237.33,105.1,30,971.2,0,971.2,29,111.63,No
COM000162,STY005,Sarah Walsh,CON002,RG02,2024,2,3080.0,2719.61,88.3,30,815.88,0,815.88,15,181.31,No
COM000163,STY005,Sarah Walsh,CON002,RG02,2024,3,3500.0,2668.21,76.2,30,800.46,0,800.46,20,133.41,No
COM000164,STY005,Sarah Walsh,CON002,RG02,2024,4,3500.0,3750.78,107.2,30,1125.23,0,1125.23,34,110.32,No
COM000165,STY005,Sarah Walsh,CON002,RG02,2024,5,3500.0,3566.91,101.9,30,1070.07,0,1070.07,9,396.32,No
COM000166,STY005,Sarah Walsh,CON002,RG02,2024,6,3780.0,3532.56,93.5,30,1059.77,0,1059.77,21,168.22,No
COM000167,STY005,Sarah Walsh,CON002,RG02,2024,7,3780.0,2861.3,75.7,30,858.39,0,858.39,34,84.16,No
COM000168,STY005,Sarah Walsh,CON002,RG02,2024,8,3780.0,4272.58,113.0,30,1281.77,128.18,1409.95,27,158.24,Yes
COM000169,STY005,Sarah Walsh,CON002,RG02,2024,9,3500.0,3542.75,101.2,30,1062.83,0,1062.83,11,322.07,No
COM000170,STY005,Sarah Walsh,CON002,RG02,2024,10,3500.0,2508.55,71.7,30,752.57,0,752.57,13,192.97,No
COM000171,STY005,Sarah Walsh,CON002,RG02,2024,11,4025.0,4487.17,111.5,30,1346.15,134.62,1480.77,10,448.72,Yes
COM000172,STY005,Sarah Walsh,CON002,RG02,2024,12,4025.0,4056.48,100.8,30,1216.94,0,1216.94,11,368.77,No
COM000173,STY005,Sarah Walsh,CON002,RG02,2025,1,3080.0,2773.32,90.0,30,832.0,0,832.0,20,138.67,No
COM000174,STY005,Sarah Walsh,CON002,RG02,2025,2,3080.0,3098.83,100.6,30,929.65,0,929.65,29,106.86,No
COM000175,STY005,Sarah Walsh,CON002,RG02,2025,3,3500.0,3052.89,87.2,30,915.87,0,915.87,28,109.03,No
COM000176,STY005,Sarah Walsh,CON002,RG02,2025,4,3500.0,3687.89,105.4,30,1106.37,0,1106.37,13,283.68,No
COM000177,STY005,Sarah Walsh,CON002,RG02,2025,5,3500.0,3294.07,94.1,30,988.22,0,988.22,20,164.7,No
COM000178,STY005,Sarah Walsh,CON002,RG02,2025,6,3780.0,3553.62,94.0,30,1066.09,0,1066.09,22,161.53,No
COM000179,STY005,Sarah Walsh,CON002,RG02,2025,7,3780.0,2755.62,72.9,30,826.69,0,826.69,22,125.26,No
COM000180,STY005,Sarah Walsh,CON002,RG02,2025,8,3780.0,3788.65,100.2,30,1136.6,0,1136.6,15,252.58,No
COM000181,STY005,Sarah Walsh,CON002,RG02,2025,9,3500.0,4354.35,124.4,30,1306.31,130.63,1436.94,26,167.48,Yes
COM000182,STY005,Sarah Walsh,CON002,RG02,2025,10,3500.0,2590.23,74.0,30,777.07,0,777.07,32,80.94,No
COM000183,STY005,Sarah Walsh,CON002,RG02,2025,11,4025.0,4639.64,115.3,30,1391.89,139.19,1531.08,11,421.79,Yes
COM000184,STY005,Sarah Walsh,CON002,RG02,2025,12,4025.0,3041.73,75.6,30,912.52,0,912.52,19,160.09,No
COM000185,STY005,Sarah Walsh,CON002,RG02,2026,1,3080.0,3773.98,122.5,30,1132.19,113.22,1245.41,21,179.71,Yes
COM000186,STY006,Anna Singh,CON002,RG02,2023,1,3080.0,4099.35,133.1,35,1434.77,143.48,1578.25,26,157.67,Yes
COM000187,STY006,Anna Singh,CON002,RG02,2023,2,3080.0,2611.48,84.8,35,914.02,0,914.02,9,290.16,No
COM000188,STY006,Anna Singh,CON002,RG02,2023,3,3500.0,4362.81,124.7,35,1526.98,152.7,1679.68,34,128.32,Yes
COM000189,STY006,Anna Singh,CON002,RG02,2023,4,3500.0,3638.87,104.0,35,1273.6,0,1273.6,25,145.55,No
COM000190,STY006,Anna Singh,CON002,RG02,2023,5,3500.0,4013.08,114.7,35,1404.58,140.46,1545.04,23,174.48,Yes
COM000191,STY006,Anna Singh,CON002,RG02,2023,6,3780.0,4053.16,107.2,35,1418.61,0,1418.61,15,270.21,No
COM000192,STY006,Anna Singh,CON002,RG02,2023,7,3780.0,3816.18,101.0,35,1335.66,0,1335.66,10,381.62,No
COM000193,STY006,Anna Singh,CON002,RG02,2023,8,3780.0,3616.03,95.7,35,1265.61,0,1265.61,35,103.32,No
COM000194,STY006,Anna Singh,CON002,RG02,2023,9,3500.0,4075.05,116.4,35,1426.27,142.63,1568.9,24,169.79,Yes
COM000195,STY006,Anna Singh,CON002,RG02,2023,10,3500.0,3749.53,107.1,35,1312.34,0,1312.34,24,156.23,No
COM000196,STY006,Anna Singh,CON002,RG02,2023,11,4025.0,4911.68,122.0,35,1719.09,171.91,1891.0,29,169.37,Yes
COM000197,STY006,Anna Singh,CON002,RG02,2023,12,4025.0,5388.63,133.9,35,1886.02,188.6,2074.62,12,449.05,Yes
COM000198,STY006,Anna Singh,CON002,RG02,2024,1,3080.0,2396.8,77.8,35,838.88,0,838.88,32,74.9,No
COM000199,STY006,Anna Singh,CON002,RG02,2024,2,3080.0,3054.98,99.2,35,1069.24,0,1069.24,13,235.0,No
COM000200,STY006,Anna Singh,CON002,RG02,2024,3,3500.0,4661.68,133.2,35,1631.59,163.16,1794.75,33,141.26,Yes
COM000201,STY006,Anna Singh,CON002,RG02,2024,4,3500.0,2888.45,82.5,35,1010.96,0,1010.96,9,320.94,No
COM000202,STY006,Anna Singh,CON002,RG02,2024,5,3500.0,3413.18,97.5,35,1194.61,0,1194.61,29,117.7,No
COM000203,STY006,Anna Singh,CON002,RG02,2024,6,3780.0,3715.76,98.3,35,1300.52,0,1300.52,34,109.29,No
COM000204,STY006,Anna Singh,CON002,RG02,2024,7,3780.0,4187.09,110.8,35,1465.48,146.55,1612.03,34,123.15,Yes
COM000205,STY006,Anna Singh,CON002,RG02,2024,8,3780.0,4108.03,108.7,35,1437.81,0,1437.81,18,228.22,No
COM000206,STY006,Anna Singh,CON002,RG02,2024,9,3500.0,4522.08,129.2,35,1582.73,158.27,1741.0,33,137.03,Yes
